,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping
564,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
569,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
574,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
579,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
584,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
589,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
594,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
599,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
604,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
609,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
614,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
619,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
624,303,13,1,0.277787463,1.06740869,169.3733094,332529.344,755994.5701,9.264781461,0.694513515,0.489724605,0.048789537,0.019848063,0.334125619,0.039968739,0.079268293,192,12,76,1.578125,1.083333333,2.157894737,8.140627659,0.160171684
629,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
634,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
639,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
644,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
649,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
654,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
659,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
664,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
669,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
674,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
679,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
684,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
689,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
694,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
699,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
704,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
709,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
714,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
719,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
724,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
729,777,17,0,0.559926782,1.133361586,379.586818,48356202264.0,23684357349.0,1915.802699,0.328764206,0.244342164,0.227002712,0.122688262,0.751809066,0.123837114,0.375221239,105,49,56,7.4,4.326530612,10.08928571,1033.506719,0.000282924
734,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
739,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
744,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
749,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
754,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
759,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
764,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
769,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
774,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
779,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
784,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
789,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
794,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
799,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
804,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
809,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
814,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
819,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
824,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
829,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
834,310,6,1,0.449423656,0.630961928,242.3540544,300717.5757,474789.0795,12.77716764,0.612230825,0.224848619,0.314715655,0.40742149,0.62486755,0.411994526,0.4,62,24,16,5.0,2.5,9.375,8.355957834,0.015681714
839,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
844,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
849,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
854,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
859,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
864,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
869,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
874,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
879,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
884,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
889,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
894,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
899,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
904,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
909,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
914,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
919,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
924,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
929,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
934,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
939,220,7,0,0.517916825,0.750776343,285.3521676,13.71663019,17.95445026,0.094808319,0.566903623,0.165736917,0.840585877,0.755884934,0.928964275,0.756764865,0.538461538,14,7,7,15.71428571,11.0,20.42857143,1.00739488,0.0
944,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
949,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
954,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
959,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
964,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
969,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
974,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
979,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
984,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
989,336,7,0,0.300487161,1.267065826,127.1856374,585436.5057,222931.4824,15.82405,0.275779701,0.511348282,-0.057541919,0.023568335,0.699158071,0.026989411,0.094462541,38,10,28,8.842105263,2.9,10.96428571,8.062257748,0.0
